en_review	sentiment
Bland and dreary, 'Efunsetan Aniwura' is an exposé in gratuitously lazy and painfully appalling story-telling.	negative
I am livid	negative
THE LACK OF LANDSCAPE POSTERS FOR NOLLYWOOD FILMS	negative
ABSOLUTE RUBBISH	negative
this film promised so much but turned out to be gut wrenching ridiculous. Rubbish!!	negative
They seriously use smash bro’s title cards to introduce the characters...	negative
The movie seemed generally flat and draggy though out.	negative
It promised laughter, but the comedy was minimal and elicited smiles rather than the hearty laughter you expect when you go to the cinema for a comedy.	negative
Abigail isn't very good, the bad guy is a bit of a moustache twister, and they figured out that it sucks for black people to go back in time	negative
The lead female role a huge disappointment.	negative
The ending was the only enjoyable part of this for me. Good for her.	negative
"A travesty This is a disgrace and an awful disservice to CNA. Shame on this ""film""."	negative
A Trainwreck of a movie. 90s minutes of dissapointing Sound editing and acting.	negative
confused Was this what a good movie looked like in Africa in 2012? If so then ... it was great! I have to wonder (in that case) if it's gotten any better in 2021?.	negative
. Knock Out Blessing' is an utterly useless movie that ought not to have been made, or at least not released to the public. Rubbish!	negative
Unnecessarily long For me,	negative
for amateur actors that also had no direction from Akinropo. The sound was bad, probably from the lack of boom mics.	negative
Suga Suga has too many eye rolling scenes that eventually ended in an anticlimactic resolution of a weak conflict.	negative
Dishearteningly, Enitan's transition from lost soul to a scholar and now an artist gets shoved into the final minutes left over after all the bleakness.	negative
My first Nigerian movie  For the past several years, I have come across a number of reports telling about how the country of Nigeria has a successful domestic film industry. While that fact definitely intrigued me, I was unable to find any Nigerian movies available for me to look at until I stumbled upon this one on Netflix. To be honest, I was expecting something pretty crudely made, and to a large degree this is true. While there are some pretty good composed shots and/or direction that indicate that at times some real effort was being made by the filmmakers, the movie has far more shortcomings. The cinematography is unimpressive, there's very little in the way of production values, and the acting by many of the performers is amateurish. Actually, I might have been able to forgive all that had the movie's biggest problem did not exist, that being that it's far too long (121 minutes in length) and far too slowly paced. This is a story that really needed to be cut down either at the script stage or when the footage was being edited. There is a twist towards the end that's a little interesting (despite my ability to somewhat predict it before it unfolded), but it's too little and too late to make it worth sitting through a story that's too long and too slow. Still, if you have heard of Nigerian cinema and are curious about experiencing a sample of it, I've just told you of one possible accessible choice.	negative
Unfortunately, we can't bear cowboy pistols, space guns, cut & sow costumes, annoyingly talentless filming and unnecessary long form remembrance ceremonies for already shown footage all buttered up with ridiculously unintelligent revelations of supposed-to-be shockers that were apparent from the beginning.	negative
Unfortunately, the film is often stately and sluggish with some very daytime-soapy moments of emotional revelation.	negative
The movie wasn't great, a bit of overreaching of the actors (maybe over-directed?) but the context was great.	negative
Once Upon A Night' is a dud.	negative
As it is, you get no sense of place or character because too much has to be glossed over to fit it all in.	negative
This movie is too boring for cinema.	negative
bad	negative
We call it a kidnap- Held hostage for fifty odd minutes, we were forced on an excursion of the resort grounds, Not recommended.	negative
This lion didn't have much of a roar. Did someone send their failed Netflix pilot script to Nigeria like it was the losing Super Bowl team's t-shirt?	negative
Forceful story-telling and embarrassingly bad acting are the hallmarks of this shabby pretender - Might sound weird but; this flick is like a counterfeit of 'Isoken'.	negative
Dumb movie This movie is a joke.	negative
Diabolically bad! This is realistically the worst movie I've ever seen in my life!	negative
Action sequences weren't bad and its heart was in the right place, but quite painful to watch in places.	negative
Though the cinematography looks professional, don't let this film fool you. It's a disaster.	negative
No head, no tail, bad script, absolute waste of time and expensive rubbish. Movie was such a pain to watch. I highly do not recommend.	negative
their star quality is lacking in this movie	negative
lolz	negative
Verdict: Not recommended. 'Charmed' is not charming.	negative
So disapppointed. Some acting moments from main actors (king and Amina), but the supporting actor (Maladi), hard to tell if he is comic relief because his role should be serious.	negative
Rubbish! Not recommended for anybody. Not even children. Very irritating movie.	negative
Hands down one of the worst movies I’ve ever seen	negative
Worst remake There was poor directing at the beginning during Ahannas flashbacks when he witnessed a man being set ablaze.	negative
Rubbish  One more piece of garbage from NETFLIX. Period !!	negative
Extremely flawed	negative
I skimmed this. no way i’m watching the whole thing	negative
you will regret wasting your time watching this movie	negative
Poor	negative
Excessively basic.	negative
The Millions' is essentially a shameless wholesale theft of 'Ocean's film series' scripts; we were not impressed.	negative
"Gbarada' is a typical Idumota ""Yoruba film"" with all the craziness that come with that sub-section of Nollywood."	negative
Holy one of Israel! What did Genevieve think she just did? A movie? This is corruption in the highest. The writers are quack.	negative
the worst movie production ever	negative
Just Crap	negative
Special Jollof' is yet another cold turkey from Nollywood in Diaspora. And as usual; it is highlighted by a yéyé story and a plethora of half hearted acting performances. There's nothing to see here. It's a total waste of money and time.	negative
I can confidently say that Luna taking a shit is a way more engaging story than chief daddy 2.	negative
i did not realise how many plane crashes there were in nigeria, and this film came out five days	negative
This Movie Would Have Done Better If Funded More ,	negative
With no modulating direction and no subtlety, this is a long, hard slog that will best be appreciated by friends and family of those in the cast and crew	negative
Not worth your time	negative
Utter rubbish It's very rare that I give up on a film, I couldn't finish this, gave up after 30mins. Don't waste your time.	negative
ultimately dampening the film overall for what could have been an even stronger, hard-hitting and poignant emotional roller coaster.	negative
Unfortunately lack of attention to detail didn't stop with the aforementioned examples.	negative
The Wait is full of stars, but it does not shine bright. It is like tasting a glass of wine that has not fully developed, perhaps, made with unripe grapes.	negative
This movie is so cheesy.	negative
this is an extremely boring and terrible film	negative
Hallmarked by nonsense, 'The Culprit' is complete and utter rubbish!	negative
Had to watch it for academic purposes.	negative
Way too slow. What a waste of time.	negative
Booorrring.	negative
That movie is such a bad egg to Nollywood.	negative
I caught the Nollywood bug while watching Rattlesnake.	negative
With all its ridiculous comical exaggerations and acting performances that fluctuate between over-acting and bad-acting.	negative
The production is all over the place, and most characters are not fully developed.	negative
waste of time and resources	negative
You will hate it	negative
Beautiful storyline BUT It was a waste of precious 2hrs	negative
Try as hard as they may; 'Your Excellency' proved extensively impotent, failing to deliver on its campaign promises.	negative
Absolute Garbage Not even worth being filmed. Actors are weak, script was written by a 12 year old. Poor sound quality.	negative
Taking a scenic, soap-opera route through the Nigerian civil war of the 1960s turns out to be a navigational error from which this lavishly appointed production can never fully recover.	negative
Continuity was not properly done for some of the scenes.	negative
The Final List' is a concoction of relentless hogwash.	negative
Completely whack and yet everything was so funny. Super entertaining, what else is there.	negative
I never feel sorry for the male leads in movies like this. Honestly, Team Sylvia. Dude was playing games.	negative
One of the things that may redeem an awful movie is costuming.	negative
Depressingly Boring and Pointless At the end, the movie fails in every way.	negative
"""The real Housewives of Lagos high society"" is wack"	negative
Awful The most stupid and dumb storyline in Nigerian movies history.	negative
Avoid this chunk of crap by all means necessary.	negative
Bland. Mechanical. Tactless. Frankly speaking.	negative
Lionheart does not really do or say anything new.	negative
Mofe ni Mofe' is a typical Yoruba movie made for African Magic Yoruba or even more appropriately; YouTube. It has no business in cinema.	negative
The movie tried to use suspense to depict some of the issues, but they were not properly executed.	negative
Appalling. A Nollywood soap opera plot that weirdly also foregrounds born-again Christianity	negative
Oldest skinheads in town  Absurd plot which pretends to be based on reality.	negative
Despite its laudable intentions and important social message, Black November is far too ineffective to have the desired impact.	negative
"Just as the saying goes: ""All that glitters is not Gold"", 'The Bling Lagosians' is not Gold."	negative
Lazy. Distasteful. Unimaginative. A dire mishap. And a record setter.	negative
Bridal Shower' has the singular honour of corralling the worst actresses in contemporary Nollywood in one movie.	negative
Oh geezzzzzz  What did I just watch for almost 30 mins? I tried and tried and tried to give it time but it was just awful! How did ANYONE think this movie was worth production??	negative
Menn! It was horrible joor!	negative
Worst ever movie- future cult classic?! Just dreadful, awful, trash....why on earth was this ever made?!	negative
Oh Dear! What a mess.But we've seen the whole fatal affair thing so many times and Deranged brings nothing new to the table.	negative
Debilitated by a weak story-line and even weaker story-telling, 'Mai'Muna' is a pedestrian 'drama that is not worth your time.	negative
W h a t  Messed up and kind of all over the place plot	negative
Good movie, way too long. Storytelling also needs pace.	negative
Highly flawed	negative
Wow how dissappointed Awful stick with This is England	negative
Purporting to tell historical heroic stories of sacrifice and resolve against oppressive colonialism, '1929' is so terrible.	negative
its lack of subtlety blunts the film's force.	negative
Absolutely not recommended. This is hogwash!	negative
I hate it	negative
With Nollywood's Shortcomings, Let's Dissect the Story	negative
I feel like these guys have an incredible passion for filmmaking. That's good. Keep improving.	negative
I'm sorry, I just didn't like it.  This film is a great example of some incredible archive footage ruined by a boring, mediocre and incoherent film in between.  Yes, I have read the book. I wasn't expecting a literal screen translation of the book, as the book covers a vast array of characters, but I did expect the essence of it to be retained.  It wasn't.  The film follows the lives of twin sisters Olanna (Thandie Newton) and Kainene (Akina Noni Rose) right after Nigeria gets its independence from the British and through to the Biafran war, as the Igbo people struggle to establish an independent republic. The film (similar to the book) tries to follow the lives of these 2 affluent young women, their relationships with men and with one another set against a significant historical event in Nigeria.  I went to watch this film specifically to support African Cinema and exited about a Nigerian Director making a film with a strong cast. I was bitterly disappointed with the lazy result.  Firstly the performances; Chiwetel Ejiofor is ever earnest in his role as Olanna's lover Odenigbo. He is OK, not offensive and gives a similar performance as he did in 12 years a slave. Thandie Newton is horrific. She has literally two expressions. I like to think its to do with the bad direction, someone should have told her she's over-acting .  The worst and best performance came from Odenigbo's Mother played by Onyeka Onwenu. What can I say. The best is that she was very entertaining, funny and a joy to watch. What made it the worst was that it belonged to a different film. A film I would have preferred to watch by the way. Her performance added a quality of a soap opera to the film. Anika had the strongest performance among them and deserves a mention for it.   The film has two parts, the first comes across as a cheap soap opera and the second, a cheap action movie. Choices that were made baffled me. Scenes played out that were pointless and didn't add much to the plot, making the first half plod along longer than it should have. The second half was riddled with inconsistencies and poor editing. Characters were introduced just as quickly as they were killed off. I am not sure why it was important to illustrate on a map were everyone was, that added nothing.  But the biggest problem with the film is that it lacked a director, a proper director. There wasn't anyone keeping the actors believable, controlling the movement of the camera, having a coherent edit or keeping tabs on the horrendous sound score.  Unbelievably the producers also produced Constant Gardener and should have known better than this. How can you allow an inexperienced Director to helm such a significant film? It's arrogant and irresponsible.  I am African (yes, I know it's a continent), I applaud any one trying to make our stories for an audience outside of the continent but this effort was so poor that I had to write about it. We can do much better than this.	negative
Absolutely Not Recommended. 'Detour' is completely asinine.	negative
Bad acting...	negative
The first major problem with this movie would have to be our lead actor. The other thing is actual performance.	negative
Sista Sista' is yet another colossal waste of money starring Enyimma Nwigwe, making it two crappy movies.	negative
A baseless movie	negative
However, in my opinion this is not Netflix worthy.	negative
Not recommended for intelligent minds.	negative
Transitions in the movie are haphazard and staccato.	negative
An ambitious film worthy of attention, regrettably it doesn't come together quite as powerfully as you'd hope.	negative
The Final List' is a concoction of relentless hogwash.	negative
The story is uninspired and adds nothing to the art genre it attempts to represent.	negative
This film is well intended and tries to go in depth on the issue, but sadly the filmmaking is so incompetent that it takes any emotional impact away.	negative
Not so here. 'Ajibade' is a typical Yoruba film with no real talent behind it	negative
Good sort, badly did	negative
I had hope for this in the begining, but it quickly faded away.	negative
This was bad in so many ways..	negative
Honestly, these people bamboozled us.	negative
The movie is barely giving what they think it is giving.	negative
"""New Money"" is a no no"	negative
The movie is overrated and wasn't what I expected at all	negative
This movie is a complete mess.	negative
. 'Big Fat Lie' isn't just not funny, it is terribly sub-standard too.	negative
Rant Queens' is reckless with stupidity.	negative
The movie was quite painful to watch and seemed to have been created mainly to shake the viewers with shock factors.	negative
Amateurish. Silly. Absurd. Ludicrous!	negative
A very boring film with poor acting	negative
Horrible! Oh my God! The ratings should even be a negative because I just couldn't believe the utter crap they produced!	negative
What a waste of time! Star studded casts with no story to tell. Zero sense of direction nor any reasonable theme....too much distraction from the family theme of part one....🙄	negative
It is not recommended because; despite what is admittedly very crispy production, ultimately characters obviously acting retarded through a series of nonsensical scenarios.	negative
Unfortunately it turned out to be a rain of illogicalities buffeted by amateurish acting	negative
Interesting premise, terrible script	negative
This movie deserves the award for the 1st disaster recorded in 2022. To those not familiar with Nollywood, this movie is not acceptable while those familiar with Nollywood understands this was terrible.	negative
The Ghost and the Tout' was let down by slack story telling, excessive over-acting and all round lacklustre performances.	negative
Nollywood as its worst	negative
terrible acting and production	negative
Impressive but not so Captivating nor Thrilling	negative
watching this movie is as bad as eating spoilt beans	negative
Horrible storytelling	negative
An uneven blend of melodrama and the horrors of civil war	negative
Unwatchable	negative
a clear lack of confidence in their own creative vision that the film's narrative must be meta and ironic in some sense.	negative
Paying to see it is tantamount to buying frustration.	negative
Contrary to its title, “Suga Suga” leaves more sourness and staleness in the mouth than sweetness.	negative
Underwhelming and bland;	negative
I will not try to say mistakes This is a childish production elementary school level.	negative
Are your people completely innocent in this 'exploitation'?	negative
Slow-moving Nigerian drama about sexual harassment, assault	negative
There is very little about this movie that makes sense.	negative
The cinematography in the movie was basic and was not too exciting.	negative
not good enough	negative
Maybe the best thing about this is that it's at least entertaining enough that you won't tear your hair out if you happen to see it	negative
The story is so convoluted and so unnecessarily dragged out that.	negative
Very disappointing adaptation of great novel Half of a Yellow Sun	negative
The movie is terrible to say the least, despite the top notch actors.	negative
Guynman' is special. It is specially stupid.	negative
Great story....AWFUL acting	negative
The entire production is very amateurish, the audio being the worst offender	negative
Repetitive and dull, 'Kasala' is the ultimate waste of money, energy and time.	negative
OVER-RATED, NO DIRECTION!!	negative
Mildy recommended. Started well but it fizzed out as it runs too long for its own good.	negative
Awful and terrible film,  It's the worst film I've ever seen, the acting is so hammy,	negative
A dulled out audience, sleeping and snoring.	negative
There's too little value here to be worth paying premium for.	negative
Hogwash! Seeing this movie was such a pain.	negative
I did not what I watched.	negative
RHH Review	negative
What we got was a tacky ending with unrealistic dialogue.	negative
The music and audio effects did not always match the seriousness of some of the movie scenes.	negative
Farming is a great story ultimately defeated by its own unrelenting boorishness.	negative
the storyline did not slap, neither did the comedy stick.	negative
This movie is a no from me	negative
bad acting, stiff dialogue, and an overuse of a melodramatic soundtrack	negative
Poorly subtitled  The language being spoken is Igbo but it is being labelled as Hausa.	negative
Surely, there are more tasteful and artistic ways to place products in a movie, without actually overwhelming the patrons.	negative
WTF  BORING! I was so exhausted watching this movie. This movie has been before	negative
Terrible Movie... worst Nigerian movie I've seen	negative
Extremely Boring!	negative
new drinking game: take a shot every time you see characters wearing atrocious wigs.	negative
what is this????	negative
A waste of money. This movie is completely useless. It is crappy, dull and uninspiring.	negative
The movie was well done but I could not figure out what type of movie it wanted to be and what was the story about until I stopped watching somewhere at the middle.	negative
Despite strong performances and plenty of incident, writer and director Biyi Bandele fails to establish the narrative's wider national and political context, and the film is ultimately insubstantial as a result.	negative
Boring and weak plot.	negative
Good sort, badly did I was unimpressed due to the production of this both in terms of acting and script	negative
Possibly one of the worst films I've ever seen.	negative
their comedic antics have become too stale, too repetitive and too predictable to be worth recommending this sham of a movie.	negative
Profoundly irritating and annoying.	negative
It's your typical Nollywood movie, cheating, ancestral folklore, bad acting	negative
Then worst of all is the story; as simplistic as a Yoruba film story could ever be it lacks, intrigue, suspense or any telltale signs of intellectual manipulation.	negative
A grimly interesting story that is sadly reduced to a cliched, tedious movie.	negative
It’s odd that an autobiographical passion project feels so limp, hackneyed, and labored	negative
We can do better than this trashy movie	negative
For a supernatural thriller cum action movie, Nneka the Pretty Serpent took too long to make it’s point.	negative
What the hell is going on here The movie is so bad at some point you wonder whether you're watching a comedy or a drama movie.	negative
The movie has the most ridiculous robbery scene ever in the movie universe, and it is way too long.	negative
Poor visuals	negative
The worst part is that; for some uncanny reason, the producers chose to belabor their poor audience with unwieldy subtitles that disappear very quickly.	negative
Again, producer missed the point The movie has no destination, no solid plot, just run offs	negative
The Road to Yesterday is not, probably, the stupidest picture we ever saw, but it is, nevertheless, very, very dull, and well-nigh unintelligible as well.	negative
Suru l' ere' is crappy.	negative
An ecample of a character who does not fit the role in this movie is Tope Tedela. In his role as a semi-literate mai-suya, he is too refined and too well spoken. 	negative
not recommended	negative
This movie is bullshit	negative
As a comedy it starts out well enough but soon gets a little (but not much) more drama-like with its storyline to the detriment of the film. Has a very inner-city urban styling.	negative
I am angry I watched this movie	negative
This is a soulless muddled mess that does great disservice to a great book.	negative
As ridiculous and as unimaginative as its title is, very little separates 'Makate Must Sell' from Papa Ajasco's 'Knock Out'.	negative
This one star is for Oc Ukeje	negative
Good history, poor quality.	negative
Its characters (especially Sades) are messy and have many poorly executed emotions and phases of grief or happiness.	negative
Made for tv melodrama It was so cheesy at certain parts that it was hard to continue watching. I wouldn't recommend this to anyone.	negative
you do not deserve to watch this horrible subpar movie	negative
MESSED UP MOVIE No lesson learnt. Please we don't want part2.	negative
Horribly Booring  Wasted 2h20min of my life watching this baseless, senseless movie.  Its seriously bad!!!!	negative
Terribly made and stupidly written. This reeks of the Hallmark Channel.	negative
Not bad, not good, just unmemorable.	negative
Slow moving predictability	negative
Had potential, but fails to draw you in	negative
It could've been way better.	negative
save yourself from this distateful movie	negative
Such a shame with 'Fantastic Numbers'; going by its sophisticated posters alone	negative
Poor	negative
Slow The acting is ok, but the script is quite poor.	negative
Limitlessly not recommended. Work hard to avoid this rubbish forever; even on TV.	negative
When we thought it was all over, the concluding scene brought even more confusion.	negative
Terrible and amateur attempt at a film  Seems like someone's school project more than a real film . Terrible acting and production value .	negative
Scenes were muddled up	negative
This is four movies in one loosely bound by coke product placement	negative
Utterly not recommended. 'My London Slave' is complete hogwash. A total waste of money. There's no way you go in to see this and come out happy. Because, everything about this sham of a movie is calculated to irritate you. And it will. Please, don't pay for misery.	negative
Real life vs. badly executed bad acting, especially from the villains in this movie.	negative
The sketchy storyline is overly reliant on clich, caricature and contrivance.	negative
Alakada Reloaded' is a sham.	negative
DO NOT WATCH THIS MOVIE	negative
This is indeed a very stupid movie.	negative
I don't know man, this movie sucks and my legs hurt.	negative
Absolutely Not Recommended.	negative
The first notable flaw is the film’s length	negative
Well, when the main positive thing that people list about the film is the colour grading, you probably know you’re not going to experience an amazing story.	negative
Ultimately, it lacks any real story and as far as production is concerned.	negative
A good story ruined by a bad screenplay	negative
A powerful novel has been neutered.	negative
Would’ve loved this if it starred Princess Vitarah.	negative
Such a shame!	negative
Only in broad Nollywood comedy mode does it feel truly convincing.	negative
Unoriginal and boring movie	negative
mean-spirited, unfunny, kinda classist.	negative
this movie is terribly boring. Very dull.Very draggy.	negative
It is a neccesity to remove this movie from being accessible to the media as it depicts and reinforces the great issues in today's modern society relating to racism.	negative
The Ghost and the Tout' is unrepentantly immoderate in everything.	negative
it is a good for nothing film that shouldn't have been made.	negative
what the hell is this that I watched	negative
Amateurish Production Started to watch this but it was so disjointed, jumping all over the place that I stopped after 20 minutes.	negative
Bitterly disappointing	negative
It is so very tonally deaf to what is going on	negative
Absolute Trash. 1985 Bollywood called, they want their script back.	negative
Lopsided. Low quality. Lackluster. And ludicrous.	negative
It was perhaps too close to the subject to tell it with the clarity it demands.	negative
The acting was great but the plot was quite weak.	negative
Watching this movie made me dull	negative
Dreadful I am baffled that Netflix would subject its audience to this kind of low budget rubbish.	negative
Has the look and feel of a soap opera from 1985 except with fewer twists, less campiness, no surprises, less suspense and a very long, drawn out plot.	negative
Social Media 101' is lazily unoriginal. This is the handiwork of an ideas pirate; someone who plagiarizes the creative ideas of others, makes them his own and seeks to profit from same. Plagiarism! That is the stuff 'Social Media 101' is made of. The producers put not an iota of creativity into making this a movie.	negative
The historical context is more intriguing than the specifics of this harrowing and provocative story, which lacks sufficient character depthand narrative texture.	negative
Waste of time Something to interest me or hook me...nothing what a Snoozefest!!	negative
DULL STORYLINE One of the worst Nigerian movies I have watched in a while.	negative
Awkward to watch	negative
almost felt like 2 different movies. The story needed tighter translation of the events happening.	negative
Opportunity lost	negative
NOT A MOVIE	negative
Psychological Horror, Nollywood Style!!! meddlecore14 October 2017	negative
So this was long and boring	negative
the chances of Nollywood making a great film is pretty slim.	negative
The need to be extraneously goofy and ridiculous in Nollywood cinema is getting annoying	negative
Can't say this movie makes sense	negative
Really awkward.	negative
so bad	negative
And underlining all that is a thick sludge of brazenly obvious & forceful comedy.	negative
.Although the tension is not too high, suspense is not a thing, the obstacle could have taken more sweat and sacrifices, but yet, Lionheart is really good.	negative
Another waste of time More Netflix boring crap, I'm glad it's free so i don't pay for these terrible selection.	negative
Ultimately, murdered by severe cases of over-acting and wanton fake-ness, 'Hire a Woman' is a sterile movie that lacks any real magic.	negative
Soap opera This is a bad soap opera pretending to be an air flight disaster thriller.	negative
Clustered Colours' is like cheap doughnut with plenty of nothing around a very tiny something.	negative
What happened to attention to detail	negative
This movie based on the ebola outbreak in Nigeria was very depressing and it wasn't as great as I thought it would be. In fact, it wasn't what I was expecting either.	negative
You should not watch this movie	negative
Production and soundtrack ruined a good story	negative
"Painfully slow and pedestrian horror soap opera whose only novelty is ""It's from Nigeria!"""	negative
And yet another forceful comedy. Nollywood just doesn't get it.	negative
Clustered Colours' is like cheap doughnut with plenty of nothing around a very tiny something	negative
Did not watch all of this crap. Not even second rate, obviously racially inclined crap from an African nation.	negative
There was nothing good about this movie	negative
The storyline is shoddy and has misplaced and unfunny jokes.	negative
This movie at best had mediocre acting, and tried to promote forgiveness for a highly abusive husband, rapist, and a pedophile of his adopted daughter.	negative
Hence, this wreck of a movie plays like a relic straight out of the nineties. A complete waste of money.	negative
Now, causing cinema patrons to sleep off their premiums isn't necessarily a crime in all cases.	negative
there's an unmeasurable deluge of nonsensical characteristics dogging this 'Good' movie.	negative
Good message, poorly executed	negative
some of the drama felt artificial made just to make two characters have some conflict, the characters were fine some were annoying	negative
A Hollywood Deception	negative
Good story spoiled by amateurs	negative
chief Daddy 2 is an unfocused mess, which would be tolerable if it only made us laugh more often.	negative
OMG Cringe  What the actual F. The dialogue, the acting, the soundtrack	negative
"Painfully slow and pedestrian horror soap opera whose only novelty is ""It's from Nigeria!"""	negative
A sore disappointment. It is excruciating to sit through. Sob!	negative
A case of laudable ambition collapsed into episodic box-ticking.	negative
